"Day ","Items ","Note ","Amount "
"7","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 437 ","-125600"
"7","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 606 ","-45900"
"7","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 606 ","-58140"
"7","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 606 ","-58140"
"7","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 616 ","-45900"
"7","Human Resource Expense","Staff Transfer","-15000"
"7","Overdraft","","156250"
"7","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 740 ","-121600"
"7","Human Resource Expense","Counselled","-2000"
"7","Human Resource Expense","Attended Training","-15000"
"7","Salary Expense","Cash Payment - Salary Expense","-20650"
"7","Retail","Revenue - Retail Sales New York - Mouthwash","16614"
"7","Retail","Revenue - Retail Sales New York - Body Wash  ","17371"
"7","Retail","Revenue - Retail Sales New York - Shampoo","17453"
"7","Retail","Revenue - Retail Sales Detroit - Mouthwash","15184"
"7","Retail","Revenue - Retail Sales Detroit - Body Wash  ","9541"
"7","Retail","Revenue - Retail Sales Detroit - Shampoo","10292"
"7","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","23192"
"7","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","17110"
"7","Retail","Revenue - Retail Sales Los Angeles - Shampoo","22785"
"7","Interest Expense ","Cash Payment - Interest - For Overdraft","-3853"
"7","Rental Expense","Cash Payment - Rental - New York","-5360"
"7","Rental Expense","Cash Payment - Rental - Detroit","-2000"
"7","Rental Expense","Cash Payment - Rental - Miami","-2400"
"7","Rental Expense","Cash Payment - Rental - Los Angeles","-2160"
"6","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 597 ","-45900"
"6","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 597 ","-58140"
"6","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 597 ","-58140"
"6","Salary Expense","Cash Payment - Salary Expense","-20650"
"6","Retail","Revenue - Retail Sales New York - Mouthwash","17108"
"6","Retail","Revenue - Retail Sales New York - Body Wash  ","16327"
"6","Retail","Revenue - Retail Sales New York - Shampoo","17453"
"6","Retail","Revenue - Retail Sales Detroit - Mouthwash","15964"
"6","Retail","Revenue - Retail Sales Detroit - Body Wash  ","8526"
"6","Retail","Revenue - Retail Sales Detroit - Shampoo","10788"
"6","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","23192"
"6","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","17632"
"6","Retail","Revenue - Retail Sales Los Angeles - Shampoo","22103"
"6","Interest Expense ","Cash Payment - Interest - For Overdraft","-3082"
"6","Rental Expense","Cash Payment - Rental - New York","-5360"
"6","Rental Expense","Cash Payment - Rental - Detroit","-2000"
"6","Rental Expense","Cash Payment - Rental - Miami","-2400"
"6","Rental Expense","Cash Payment - Rental - Los Angeles","-2160"
"5","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 204 ","-57600"
"5","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 204 ","-67200"
"5","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 204 ","-384000"
"5","Overdraft","","1250000"
"5","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 204 ","-480000"
"5","Human Resource Expense","Cash Payment - Staff Recruiting","-15000"
"5","Human Resource Expense","Attended Training","-15000"
"5","Human Resource Expense","Attended Training","-15000"
"5","Human Resource Expense","Attended Training","-15000"
"5","Human Resource Expense","Counselled","-2000"
"5","Human Resource Expense","Attended Training","-15000"
"5","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 460 ","-384000"
"5","Overdraft","","625000"
"5","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 460 ","-480000"
"5","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 460 ","-512000"
"5","Salary Expense","Cash Payment - Salary Expense","-20650"
"5","Retail","Revenue - Retail Sales New York - Mouthwash","16640"
"5","Retail","Revenue - Retail Sales New York - Body Wash  ","17429"
"5","Retail","Revenue - Retail Sales New York - Shampoo","18600"
"5","Retail","Revenue - Retail Sales Detroit - Mouthwash","15418"
"5","Retail","Revenue - Retail Sales Detroit - Body Wash  ","8584"
"5","Retail","Revenue - Retail Sales Detroit - Shampoo","10230"
"5","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","23192"
"5","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","17284"
"5","Retail","Revenue - Retail Sales Los Angeles - Shampoo","23219"
"5","Interest Expense ","Cash Payment - Interest - For Overdraft","-3082"
"5","Rental Expense","Cash Payment - Rental - New York","-5360"
"5","Rental Expense","Cash Payment - Rental - Detroit","-2000"
"5","Rental Expense","Cash Payment - Rental - Miami","-2400"
"5","Rental Expense","Cash Payment - Rental - Los Angeles","-2160"
"4","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 184 ","-120000"
"4","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 184 ","-136000"
"4","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 184 ","-152000"
"4","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 197 ","-120000"
"4","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 197 ","-136000"
"4","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 197 ","-152000"
"4","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 213 ","-120000"
"4","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 213 ","-136000"
"4","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 213 ","-152000"
"4","Procurement Raw Material","Cash Payment - Procurement Raw Material - PO ID: 214 ","-384000"
"4","Human Resource Expense","Attended Training","-15000"
"4","Salary Expense","Cash Payment - Salary Expense","-20300"
"4","Retail","Revenue - Retail Sales New York - Mouthwash","15288"
"4","Retail","Revenue - Retail Sales New York - Body Wash  ","17864"
"4","Retail","Revenue - Retail Sales New York - Shampoo","18507"
"4","Retail","Revenue - Retail Sales Detroit - Mouthwash","15106"
"4","Retail","Revenue - Retail Sales Detroit - Body Wash  ","8526"
"4","Retail","Revenue - Retail Sales Detroit - Shampoo","11005"
"4","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","21606"
"4","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","16443"
"4","Retail","Revenue - Retail Sales Los Angeles - Shampoo","21049"
"4","Rental Expense","Cash Payment - Rental - New York","-5360"
"4","Rental Expense","Cash Payment - Rental - Detroit","-2000"
"4","Rental Expense","Cash Payment - Rental - Miami","-2400"
"4","Rental Expense","Cash Payment - Rental - Los Angeles","-2160"
"3","Human Resource Expense","Staff Transfer","-15000"
"3","Machines","Cash Payment - Machines","-300000"
"3","Human Resource Expense","Cash Payment - Staff Recruiting - Production","-30000"
"3","Machines","Cash Payment - Machines","-300000"
"3","Human Resource Expense","Cash Payment - Staff Recruiting - Production","-30000"
"3","Machines","Cash Payment - Machines","-300000"
"3","Human Resource Expense","Cash Payment - Staff Recruiting - Production","-30000"
"3","Salary Expense","Cash Payment - Salary Expense","-20300"
"3","Rental Expense","Cash Payment - Rental - New York","-5360"
"3","Rental Expense","Cash Payment - Rental - Detroit","-2000"
"3","Rental Expense","Cash Payment - Rental - Miami","-2400"
"3","Rental Expense","Cash Payment - Rental - Los Angeles","-2160"
"2","Human Resource Expense","Cash Payment - Staff Recruiting - New York","-60000"
"2","Human Resource Expense","Attended Training","-15000"
"2","Human Resource Expense","Cash Payment - Staff Recruiting - Detroit","-60000"
"2","Human Resource Expense","Cash Payment - Staff Recruiting - Miami","-60000"
"2","Human Resource Expense","Cash Payment - Staff Recruiting - Los Angeles","-60000"
"2","Salary Expense","Cash Payment - Salary Expense","-18200"
"2","Rental Expense","Cash Payment - Rental - New York","-5360"
"2","Rental Expense","Cash Payment - Rental - Detroit","-2000"
"2","Rental Expense","Cash Payment - Rental - Miami","-2400"
"2","Rental Expense","Cash Payment - Rental - Los Angeles","-2160"
"1","Salary Expense","Cash Payment - Salary Expense","-12600"
"0","Paid-In Capital"," Cash","3500000"
